5.180094790000000060e+00,8.427169300000000307e-01,1.835273357000000161e+01,4.421679813000000792e+01,0.000000000000000000e+00,7.120199250000000646e+00,8.584218000000000126e-01,8.695603600000000322e-01,6.353272800000000053e+00
6.997245079999999895e+00,8.427169300000000307e-01,1.927854727000000068e+01,4.512050259000000807e+01,0.000000000000000000e+00,7.120199250000000646e+00,8.584218000000000126e-01,8.695603600000000322e-01,6.353272800000000053e+00
7.918925530000000101e+00,8.427169300000000307e-01,2.317905061000000089e+01,4.892269460000001402e+01,0.000000000000000000e+00,8.056616350000000537e+00,1.669860799999999923e+00,8.695603600000000322e-01,1.107059776999999912e+01
7.918925530000000101e+00,8.427169300000000307e-01,2.406185011000000173e+01,5.909466228000002275e+01,0.000000000000000000e+00,8.056616350000000537e+00,1.669860799999999923e+00,8.695603600000000322e-01,1.201665156999999873e+01
7.918925530000000101e+00,8.427169300000000307e-01,2.406185011000000173e+01,6.174419334000002380e+01,0.000000000000000000e+00,8.056616350000000537e+00,1.669860799999999923e+00,8.695603600000000322e-01,1.201665156999999873e+01
9.609182970000000878e+00,8.427169300000000307e-01,2.487488871000000046e+01,6.786565467000004048e+01,0.000000000000000000e+00,8.056616350000000537e+00,1.669860799999999923e+00,8.695603600000000322e-01,1.285886942999999860e+01
1.482293837000000103e+01,8.427169300000000307e-01,2.570350310999999977e+01,9.609544350000005863e+01,8.272043999999999508e-01,9.839642290000000457e+00,2.580542200000000008e+00,1.801828659999999971e+00,1.707439786999999853e+01
2.759963091999999918e+01,3.454896380000000100e+00,5.266907978999999074e+01,1.723886557600000913e+02,8.272043999999999508e-01,3.233776780999999545e+01,5.228348410000000612e+00,7.163810970000000111e+00,4.745524528999999347e+01
5.278610087999999934e+01,9.580461180000000354e+00,8.556030389000000014e+01,2.340068015100000025e+02,3.367842369999999974e+00,5.259731858999998622e+01,8.755859310000001727e+00,1.247368130999999991e+01,1.040062366999999881e+02
5.363199817999999652e+01,9.580461180000000354e+00,8.556030389000000014e+01,2.356300777799999935e+02,3.367842369999999974e+00,5.259731858999998622e+01,8.755859310000001727e+00,1.247368130999999991e+01,1.040062366999999881e+02
5.363199817999999652e+01,9.580461180000000354e+00,8.653905158999999969e+01,2.356300777799999935e+02,3.367842369999999974e+00,5.259731858999998622e+01,8.755859310000001727e+00,1.247368130999999991e+01,1.040062366999999881e+02
5.363199817999999652e+01,9.580461180000000354e+00,8.751779928999999925e+01,2.356300777799999935e+02,3.367842369999999974e+00,5.259731858999998622e+01,8.755859310000001727e+00,1.247368130999999991e+01,1.040062366999999881e+02
5.363199817999999652e+01,9.580461180000000354e+00,8.751779928999999925e+01,2.356300777799999935e+02,3.367842369999999974e+00,5.259731858999998622e+01,8.755859310000001727e+00,1.340981331000000054e+01,1.040062366999999881e+02
5.363199817999999652e+01,9.580461180000000354e+00,8.837586025000000234e+01,2.356300777799999935e+02,3.367842369999999974e+00,5.427437883999999002e+01,9.616376010000001529e+00,1.340981331000000054e+01,1.066502700199999794e+02
5.363199817999999652e+01,9.580461180000000354e+00,8.921461227999999721e+01,2.356300777799999935e+02,3.367842369999999974e+00,5.427437883999999002e+01,9.616376010000001529e+00,1.340981331000000054e+01,1.075160484699999728e+02
5.363199817999999652e+01,1.039418492000000072e+01,8.921461227999999721e+01,2.356300777799999935e+02,3.367842369999999974e+00,5.427437883999999002e+01,9.616376010000001529e+00,1.340981331000000054e+01,1.092128614599999707e+02
5.363199817999999652e+01,1.039418492000000072e+01,8.921461227999999721e+01,2.364571000299999923e+02,3.367842369999999974e+00,5.427437883999999002e+01,9.616376010000001529e+00,1.340981331000000054e+01,1.092128614599999707e+02
5.454993507999999736e+01,1.039418492000000072e+01,8.921461227999999721e+01,2.381672691800000052e+02,3.367842369999999974e+00,5.427437883999999002e+01,9.616376010000001529e+00,1.340981331000000054e+01,1.092128614599999707e+02
5.454993507999999736e+01,1.039418492000000072e+01,9.006337917999999831e+01,2.381672691800000052e+02,3.367842369999999974e+00,5.427437883999999002e+01,9.616376010000001529e+00,1.340981331000000054e+01,1.092128614599999707e+02
5.454993507999999736e+01,1.124358372000000017e+01,9.087315578000000471e+01,2.424544225999999867e+02,3.367842369999999974e+00,5.768651264999998318e+01,9.616376010000001529e+00,1.427236107000000054e+01,1.108679480099999779e+02
5.454993507999999736e+01,1.124358372000000017e+01,9.087315578000000471e+01,2.433006654999999796e+02,3.367842369999999974e+00,5.768651264999998318e+01,9.616376010000001529e+00,1.427236107000000054e+01,1.108679480099999779e+02
5.454993507999999736e+01,1.124358372000000017e+01,9.451597153999999534e+01,2.450587629499999593e+02,3.367842369999999974e+00,5.951904188999998269e+01,9.616376010000001529e+00,1.427236107000000054e+01,1.171908724199999767e+02
5.454993507999999736e+01,1.124358372000000017e+01,9.451597153999999534e+01,2.459337810099999615e+02,3.367842369999999974e+00,6.044269548999998420e+01,9.616376010000001529e+00,1.427236107000000054e+01,1.171908724199999767e+02
5.454993507999999736e+01,1.124358372000000017e+01,9.451597153999999534e+01,2.468574346099999559e+02,3.367842369999999974e+00,6.044269548999998420e+01,9.616376010000001529e+00,1.427236107000000054e+01,1.171908724199999767e+02
