ID,membership_num,partnership_num,ownership_num
Marine,0.6671280768366604,0.20088620200710883,3.382085621778088
Viking fishing,-1.3948197966198757,-1.0430142231629778,-0.12495026193370884
77,8.06854132333778,-0.4853115071009596,-3.4348282121545486
USS Hershel,-1.1868030916456451,-1.1537804775128362,0.8333519223287201
USCGC Spencer,-0.27693712484262023,-0.8739309902200775,-0.05642773738003409
WMEC,-0.27693712484262023,-0.8739309902200775,-0.05642773738003409
Cutter,2.593273716890811,-0.7232351135539502,-0.9056457948069213
18,-0.4953492130730789,-0.907992909700117,2.846439737679062
Ship2Report,-0.8747780341842988,-1.3199298590376227,2.270805198722366
pilot,1.3713826926264405,-0.8369352193219228,-1.453319411491811
Amphibious Warships,-1.61765561781625,1.002726915890457,-0.6281568192366526
cutters,1.4752620534615384,-0.6332945906935777,2.1527384842925597
Coast,5.601563154335599,0.4260690966749495,6.17948706241744
water,6.390583273424433,3.347642491408042,-1.1277452841237985
Ocean Tuna,-1.61765561781625,1.002726915890457,-0.6281568192366526
Explorer,-1.3948197966198757,-1.0430142231629789,-0.124950261933709
Water,-1.5582418834616207,0.007547909951203591,-0.6161290866507881
Gulf,1.2101079764416445,-0.6967627375728412,1.321992181798708
Boat,-1.186803091645645,-1.1537804775128362,0.8333519223287207
salmon,1.517709300937075,1.2168909394358476,-0.6466285741696876
Plastic,-0.7203324049264023,2.0481378807184187,-0.9232572376314792
19,13.310448733680127,1.9125488203788437,0.5208592761695648
Spy,-1.2336740720870971,-0.9241629491087866,0.22664494842892827
Leng 999 Gal,-1.2336740720870971,-0.9241629491087866,0.22664494842892827
cutter James,-1.61765561781625,1.002726915890457,-0.6281568192366526
Hang,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
boat,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
Oceans,-1.61765561781625,1.002726915890457,-0.6281568192366526
626,-0.542091201862514,-0.937399137099341,-0.8871740398738862
oceanâs,0.2958182766727042,1.103190833667875,-1.1943021908545775
629,4.241593534359872,-0.6862393426557958,-2.3025374689186986
621,-1.4542335309745054,-0.047835217223725156,-0.13697799451957318
reefers,-1.3948197966198757,-1.0430142231629789,-0.124950261933709
Maru,1.3713826926264405,-0.8369352193219228,-1.453319411491811
ocean,0.29796564732965314,0.19280118230277438,2.0721882271530205
bottom,3.3887359479504924,-0.5328306729161597,1.5865931126746347
reefer,-1.2336740720870971,-0.9241629491087866,0.22664494842892827
Fu Yuan Yu Leng 999,-1.2336740720870971,-0.9241629491087866,0.22664494842892827
Chinook,-1.61765561781625,1.002726915890457,-0.6281568192366526
river,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
ARA Contraalmirante Cordero,-1.2930878064417266,0.07101605683046708,0.21461721584306395
shrimper,-1.2336740720870971,-0.9241629491087866,0.22664494842892827
coastguard,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
USCGC,0.09209631301237181,-0.6068222147124689,4.38037646089819
DDG,-0.7033659180473096,-0.7972266553502595,1.888137553416632
USS,-0.6119003194733714,-0.08704830498998438,2.9619678868617756
USS Hurricane,-1.3948197966198757,-1.0430142231629789,-0.124950261933709
PC,3.8745867533238494,5.399030274953102,4.613372598540798
Long Xing 629,-0.9685199950672032,-0.8606948022295231,1.0573912509227807
Deckhands,-0.542091201862514,-0.937399137099341,-0.8871740398738862
Tian,-0.9685199950672032,-0.8606948022295231,1.0573912509227807
Coast Guard Cutter Edgar Culbertson,-1.6770693521708793,1.9979059218297102,-0.6401845518225169
Oliver,0.560972353692598,1.1666589805471388,-0.3635558883607252
USCGâs,-0.7033659180473096,-0.7972266553502595,1.888137553416632
CutterOliverHenry,-0.9685199950672032,-0.8606948022295231,1.0573912509227807
SSN,-0.609623957164405,-1.256461712158359,3.1015515012162176
HMAS,-0.8176406621386355,-1.1456954578085015,2.143249316953788
Feng,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
boatâs,2.328119639870917,-0.7867032604332137,-1.7363920973007734
FV,-0.7797461392810316,3.043316886657673,-0.9352849702173436
FV Snake,-1.8553105552347677,4.983442939647472,-0.6762677495801102
FV Viking,-1.7958968208801382,3.988263933708218,-0.6642400169942456
FV Thunder,-1.8553105552347677,4.983442939647472,-0.6762677495801102
watercraft,-1.4096389128420193,0.8919606615405994,0.3301453650257775
Rapido beam,3.2848565871153954,-0.7364713015445047,-2.019464783109736
Rapido beam trawler,-1.027933729421833,0.13448420370973055,1.045363518336916
diesel,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
bottom otter trawler,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
Michelle,-0.864511642580088,-0.9160779294044518,1.5365423430539957
Boston,-0.6609186705717729,1.052958874779166,-0.911229505045615
vesselâs,-0.542091201862514,-0.937399137099341,-0.8871740398738862
waterâs,-1.3948197966198757,-1.0430142231629789,-0.124950261933709
HMS Montrose,0.1345435604879084,1.2433633154169565,1.5810094024359411
Montrose,-1.61765561781625,1.002726915890457,-0.6281568192366526
underwater,0.5186540978690785,-0.9425503053855605,-0.6910956335516336
Aine,-0.542091201862514,-0.937399137099341,-0.8871740398738862
Cutters,-0.27693712484262023,-0.8739309902200775,-0.05642773738003409
operated vehicle,-0.542091201862514,-0.937399137099341,-0.8871740398738862
HMS Medway,-0.6015049362171435,0.057779868839912624,-0.8992017724597507
Talleyâs,2.536136344845148,-0.8974695147830711,-0.7780899130383435
whales,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
Spaceflight,-1.61765561781625,1.002726915890457,-0.6281568192366526
HawkEye,-1.1296657195999817,-0.9795460762837153,0.7057960405601432
Manned,-1.61765561781625,1.002726915890457,-0.6281568192366526
Aerial,-1.61765561781625,1.002726915890457,-0.6281568192366526
Abrams MIA2,-1.7958968208801382,3.988263933708218,-0.6642400169942456
MBTs,-1.8553105552347677,4.983442939647472,-0.6762677495801102
Ships,-0.5570393097366748,1.2565995034075108,2.694828390738756
Vehicle Land,-1.5582418834616207,0.007547909951203591,-0.6161290866507881
sailboat Freeport,1.3713826926264405,-0.8369352193219228,-1.453319411491811
Perch,-0.542091201862514,-0.937399137099341,-0.8871740398738862
driftnets,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
CraftâLaw,0.19623365715150431,-0.9212290976906715,1.7326207493762478
Ocean Patrol,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
ARA Bouchard,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
electric,2.96243614639782,-0.7151500938496155,0.4042515998181459
wheeler,-0.9685199950672032,-0.8606948022295231,1.0573912509227807
Wartsila,-1.2336740720870971,-0.9241629491087866,0.22664494842892827
bulker,-0.542091201862514,-0.937399137099341,-0.8871740398738862
18 wheelers,-0.4380828493753986,-0.9927822642742697,-0.40802294774267134
electric cars,-0.542091201862514,-0.937399137099341,-0.8871740398738862
trucking,-0.4380828493753986,-0.9927822642742697,-0.40802294774267134
motor,0.4146457453819631,-0.8871671782106317,-1.1702467256828486
truck,-0.33635085919724966,0.12124801571917612,-0.06845546996589842
Deepwater Horizon,-1.7364830865255085,2.9930849277689644,-0.6522122844083813
Bulk Carrier,-1.61765561781625,1.002726915890457,-0.6281568192366526
23,-1.1296657195999817,-0.9795460762837153,0.7057960405601432
Motor Vessel,2.432127992358033,-0.8420863876081425,-1.2572410051695584
Kenworth 18-wheeler,-0.9685199950672034,-0.8606948022295231,1.0573912509227805
HMS,0.4146457453819632,-0.8871671782106318,-1.1702467256828484
Vessels,-1.6176556178162498,1.002726915890457,-0.6281568192366526
scooter,0.4146457453819632,-0.8871671782106318,-1.1702467256828484
